ETL_YMD,O_CELL_ID,O_CELL_X,O_CELL_Y,O_CELL_TP,D_CELL_ID,D_CELL_X,D_CELL_Y,D_CELL_TP,ST_TIME_CD,FNS_TIME_CD,IN_FORN_DIV_NM,MOVE_PURPOSE,MOVE_DIST,MOVE_TIME,MALE_00_CNT,MALE_10_CNT,MALE_20_CNT,MALE_30_CNT,MALE_35_CNT,MALE_40_CNT,MALE_45_CNT,MALE_50_CNT,MALE_55_CNT,MALE_60_CNT,MALE_65_CNT,MALE_70_CNT,MALE_75_CNT,MALE_80_CNT,MALE_85_CNT,FEML_00_CNT,FEML_10_CNT,FEML_15_CNT,FEML_20_CNT,FEML_25_CNT,FEML_30_CNT,FEML_35_CNT,FEML_40_CNT,FEML_45_CNT,FEML_50_CNT,FEML_55_CNT,FEML_60_CNT,FEML_65_CNT,FEML_70_CNT,FEML_75_CNT,FEML_80_CNT,FEML_85_CNT
20240329,다사49254750,949375,1947625,0,다사39504075,939625,1940875,2,13,15,1,3,3163,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0
20240322,다사28256900,928375,1969125,1,다사44254125,944375,1941375,2,18,19,1,3,10371,1568,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240309,다사41754850,941875,1948625,0,다사41504825,941625,1948375,2,13,21,1,3,80,8187,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240329,다사51503250,951625,1932625,1,다사48003350,948125,1933625,2,22,22,1,3,1152,933,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240309,다사24254000,924375,1940125,0,다사24254025,924375,1940375,2,5,5,1,3,138,58,0,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0
20240304,다사52005125,952125,1951375,2,다사55755375,955875,1953875,0,9,10,1,7,999,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0,0,0,0,0,0,0
20240323,다사58004975,958125,1949875,0,다사59504750,959625,1947625,0,17,18,1,7,904,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0
20240316,다사30755775,930875,1957875,0,다사32005675,932125,1956875,1,21,21,1,7,452,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240321,다사59005725,959125,1957375,0,다사54254200,954375,1942125,0,11,12,1,7,4546,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240325,다사77256100,977375,1961125,1,다사73505850,973625,1958625,0,11,11,1,7,1335,22,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240331,다사28254050,928375,1940625,2,다사28254050,928375,1940625,0,22,23,1,7,45,973,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사35005525,935125,1955375,0,다사39755275,939875,1952875,0,10,14,1,7,1489,4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0
20240303,다사58002175,958125,1921875,1,다사58751975,958875,1919875,2,21,21,1,3,730,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0
20240311,다사38253700,938375,1937125,1,다사37253850,937375,1938625,2,23,23,1,3,505,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240308,다사30756975,930875,1969875,2,다사47754575,947875,1945875,0,11,13,1,7,7106,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0
20240302,다사18251875,918375,1918875,0,다사31504675,931625,1946875,2,17,18,1,3,8832,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0
20240308,다사39502775,939625,1927875,0,다사38752750,938875,1927625,2,19,19,1,3,194,41,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240310,다사43754900,943875,1949125,0,다사43004600,943125,1946125,2,18,18,1,3,850,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0
20240326,다사62008150,962125,1981625,2,다사59258400,959375,1984125,1,10,10,1,1,1074,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0
20240310,다사47254800,947375,1948125,0,다사45254925,945375,1949375,2,10,10,1,3,560,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0,0,0,0,0,0,0,0
20240322,다사65502025,965625,1920375,1,다사65502025,965625,1920375,2,21,21,1,3,43,35,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240330,다사48505725,948625,1957375,0,다사48255425,948375,1954375,0,18,18,1,7,758,265,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240314,라사13001675,1013125,1916875,0,라사43002575,1043125,1925875,2,14,16,1,3,8818,1949,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240317,다바67259050,967375,1890625,0,다바63008775,963125,1887875,2,13,14,1,3,1680,662,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303,다사22504550,922625,1945625,0,다사26254775,926375,1947875,0,15,15,1,7,1152,563,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240330,다사25753925,925875,1939375,2,다사26253950,926375,1939625,0,14,14,1,7,106,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0
20240320,다사59505925,959625,1959375,2,다사57256075,957375,1960875,0,11,11,1,7,652,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0
20240311,다사67003875,967125,1938875,0,다사67253800,967375,1938125,0,18,18,1,7,225,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240313,다사30755650,930875,1956625,0,다사57505800,957625,1958125,0,10,12,1,7,6782,1564,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240314,다사63506050,963625,1960625,2,다사61756100,961875,1961125,0,9,9,1,7,536,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0
20240323,다사67003700,967125,1937125,0,다사70004000,970125,1940125,2,6,6,1,3,1354,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240322,다사64252650,964375,1926625,2,다사66502575,966625,1925875,1,10,10,1,1,787,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0
20240323,다사69504300,969625,1943125,0,다사69004400,969125,1944125,2,11,12,1,3,285,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0,0,0,0,0,0,0,0,0,0,0,0
20240315,다사60508850,960625,1988625,2,다사60758825,960875,1988375,0,18,18,1,7,103,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0
20240306,다사65501175,965625,1911875,0,다사65751050,965875,1910625,2,20,21,1,3,353,45,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사52502425,952625,1924375,2,다사55002175,955125,1921875,1,7,7,1,1,963,231,0,0,0,0,0,0,0,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240331,다사50254425,950375,1944375,2,다사62004825,962125,1948375,0,9,10,1,7,3073,794,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240311,다사39004050,939125,1940625,0,다사38754050,938875,1940625,2,19,20,1,3,90,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240320,다사48005225,948125,1952375,1,다사61254475,961375,1944875,2,13,14,1,3,4181,1021,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240304,다사43256750,943375,1967625,0,다사42256650,942375,1966625,2,23,23,1,3,404,31,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240329,다사41754925,941875,1949375,2,다사51504950,951625,1949625,1,7,8,1,2,3288,1032,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0
20240326,다사63007725,963125,1977375,2,다사62507700,962625,1977125,0,8,8,1,7,181,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0
20240311,다사58504350,958625,1943625,1,다사65753100,965875,1931125,2,19,20,1,3,4427,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0
20240326,다사36506050,936625,1960625,0,다사35006700,935125,1967125,2,12,13,1,3,1920,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
20240306,다사53001275,953125,1912875,0,다사59504650,959625,1946625,0,14,15,1,7,8949,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0
20240308,다사62505425,962625,1954375,2,다사62755450,962875,1954625,1,10,10,1,1,105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0
20240302,다사80759325,980875,1993375,2,다사77759675,977875,1996875,0,9,9,1,7,1221,100,0,0,0,0,0,0,0,0,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240311,다사30753725,930875,1937375,0,다사30754550,930875,1945625,0,18,18,1,7,2568,716,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240312,다사51503425,951625,1934375,0,다사53752725,953875,1927375,0,19,19,1,7,2006,5,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240327,다사62254850,962375,1948625,2,다사61754850,961875,1948625,0,13,13,1,7,106,14,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240311,다사60006725,960125,1967375,1,다사57255725,957375,1957375,2,16,19,1,3,2855,2731,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240308,다사41505950,941625,1959625,2,다사46756150,946875,1961625,0,11,13,1,7,1609,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0
20240325,다사44754075,944875,1940875,2,다사46004550,946125,1945625,0,9,9,1,7,1487,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,0
20240325,다사53751325,953875,1913375,2,다사53751350,953875,1913625,0,6,6,1,7,89,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240304,다사69005875,969125,1958875,2,다사55754200,955875,1942125,0,7,9,1,7,6753,1792,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240319,다사62001275,962125,1912875,1,다사58501625,958625,1916375,2,17,18,1,3,1468,929,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240324,다사47505400,947625,1954125,2,다사46255125,946375,1951375,0,20,20,1,7,831,431,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240311,다사58756025,958875,1960375,0,다사59256025,959375,1960375,2,12,12,1,3,118,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,0
20240301,다사37003775,937125,1937875,2,다사36253825,936375,1938375,0,16,17,1,7,212,342,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사58754650,958875,1946625,1,다사42505200,942625,1952125,2,18,19,1,3,5418,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,0,0
20240328,다사27004475,927125,1944875,0,다사23754900,923875,1949125,2,20,21,1,3,1449,463,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306,다사32003025,932125,1930375,2,다사31753050,931875,1930625,0,6,6,1,7,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0
20240315,다사61758950,961875,1989625,0,다사66508800,966625,1988125,0,9,9,1,7,1516,552,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240311,다사37252550,937375,1925625,2,다사33502300,933625,1923125,1,7,7,2,1,1228,417,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306,다사45004250,945125,1942625,1,다사47504375,947625,1943875,2,18,18,1,3,648,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0
20240321,다사72504875,972625,1948875,0,다사66004375,966125,1943875,1,10,10,1,1,2457,659,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303,다사60006425,960125,1964375,0,다사60006300,960125,1963125,0,11,11,1,7,317,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0
20240319,다사42254475,942375,1944875,2,다사42255000,942375,1950125,0,12,12,1,7,1497,530,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240305,다사92000375,992125,1903875,0,다바61009650,961125,1896625,3,14,15,1,7,7966,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0
20240302,다사61505025,961625,1950375,0,다사60755450,960875,1954625,0,15,16,1,7,1211,1723,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사41505125,941625,1951375,0,다사62506125,962625,1961375,2,21,22,1,3,6609,1091,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240315,다사62004400,962125,1944125,0,다사62754800,962875,1948125,2,10,11,1,3,1144,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0
20240302,다사62001700,962125,1917125,0,다사60751650,960875,1916625,0,18,18,1,7,400,55,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240325,다사67004200,967125,1942125,2,다사59751650,959875,1916625,1,6,7,1,1,7899,1584,0,0,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240322,다사67004850,967125,1948625,0,다사50504300,950625,1943125,2,12,13,1,3,5577,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240315,다사49003350,949125,1933625,2,다사49753550,949875,1935625,0,14,16,1,7,565,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
20240313,다사62252200,962375,1922125,2,다사61754900,961875,1949125,0,8,9,1,7,7976,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0
20240321,다사49753350,949875,1933625,0,다사50253375,950375,1933875,2,18,19,1,3,151,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0
20240320,다사47504050,947625,1940625,2,다사46254125,946375,1941375,1,7,8,1,1,522,674,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240329,다사53501600,953625,1916125,1,다사53001575,953125,1915875,0,11,12,1,7,165,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0
20240304,다사58751700,958875,1917125,1,다사58751675,958875,1916875,0,12,12,1,7,90,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0
20240306,다사25755750,925875,1957625,0,다사25505600,925625,1956125,2,20,20,2,3,416,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0
20240328,다사43755100,943875,1951125,1,다사56755275,956875,1952875,2,17,18,1,3,6297,1812,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240314,다사67755475,967875,1954875,2,다사67255350,967375,1953625,0,8,8,1,7,409,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240318,다사64000800,964125,1908125,2,다사63500750,963625,1907625,0,1,1,1,7,166,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,0,0,0
20240302,다사50254500,950375,1945125,0,다사49754400,949875,1944125,2,6,7,1,3,358,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
20240320,다사60502100,960625,1921125,1,다사61752025,961875,1920375,0,12,12,1,7,417,231,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240312,다사66256800,966375,1968125,2,다사64757150,964875,1971625,0,11,11,1,7,1091,248,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240327,다사74504975,974625,1949875,0,다사73254800,973375,1948125,2,20,21,1,3,667,106,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240323,다사31753050,931875,1930625,0,다사30252950,930375,1929625,2,14,14,1,3,537,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사38755175,938875,1951875,2,다사38255200,938375,1952125,1,15,15,1,1,159,60,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306,다사59501775,959625,1917875,2,다사59501775,959625,1917875,0,19,19,1,7,55,73,0,0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,2.66,0,0,0,7.53,0,0,0,0,0,0,0
20240302,다사35504475,935625,1944875,0,다사34504500,934625,1945125,0,18,19,1,7,390,532,0,0,0,2.57,2.77,0,0,2.49,0,0,0,0,0,0,0,0,0,3.5,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0
20240310,다사43752175,943875,1921875,2,다사43752275,943875,1922875,0,13,13,1,7,286,172,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240317,다사44004650,944125,1946625,0,다사44754650,944875,1946625,2,19,20,1,3,172,986,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240313,다사47254575,947375,1945875,2,다사50255075,950375,1950875,0,10,11,1,7,1910,722,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240317,다사54005125,954125,1951375,1,다사52004350,952125,1943625,2,8,9,1,3,1888,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,0,0,0,0
20240324,다사44254650,944375,1946625,0,다사44254675,944375,1946875,2,13,13,1,3,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0
20240304,다사47004550,947125,1945625,0,다사46754550,946875,1945625,2,10,10,1,3,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,3.13,0,0,0,0,0,0,0
20240330,다사41755800,941875,1958125,2,다사49005775,949125,1957875,0,17,18,1,7,2016,732,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240324,다사55505200,955625,1952125,0,다사55005300,955125,1953125,0,17,17,1,7,480,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,2.08,0,0,0,0,0,0,0,0,0,0
20240318,다사65752875,965875,1928875,1,다사63753150,963875,1931625,2,18,18,1,3,1388,485,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0
20240307,다사64755850,964875,1958625,0,다사64255625,964375,1956375,2,18,18,1,3,729,428,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240308,다사26504450,926625,1944625,0,다사27254675,927375,1946875,2,20,21,1,3,701,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240311,다사55004700,955125,1947125,2,다사52504950,952625,1949625,0,9,11,1,7,930,1857,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240321,다사22255500,922375,1955125,0,다사30254075,930375,1940875,2,19,20,1,3,4644,635,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240320,다사31754775,931875,1947875,1,다사32004775,932125,1947875,2,20,21,1,3,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0
20240324,다사45504725,945625,1947375,0,다사46504525,946625,1945375,2,18,18,1,3,558,729,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0
20240329,다사59502025,959625,1920375,1,다사59251925,959375,1919375,2,12,12,2,3,331,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
20240309,다사49754975,949875,1949875,2,다사63254325,963375,1943375,5,8,9,1,7,4639,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240320,다바40509600,940625,1896125,2,다사37502400,937625,1924125,0,6,7,2,7,8038,1069,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240322,다사23256000,923375,1960125,0,다사23506025,923625,1960375,2,9,10,1,3,75,592,0,0,0,0,0,0,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240316,다사45254225,945375,1942375,0,다사31504625,931625,1946375,0,16,16,1,7,3578,524,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240324,다사32005675,932125,1956875,1,다사32255675,932375,1956875,2,21,21,1,3,44,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0
20240330,다사51004275,951125,1942875,2,다사51004325,951125,1943375,0,9,9,1,7,87,689,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240315,다사51754575,951875,1945875,0,다사51504575,951625,1945875,2,0,1,1,3,112,519,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0
20240304,다사67504800,967625,1948125,2,다사67504775,967625,1947875,0,8,8,1,7,87,467,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240305,다사23756000,923875,1960125,0,다사23506150,923625,1961625,1,8,8,1,2,423,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240327,다바68756475,968875,1864875,0,다사58251750,958375,1917625,1,16,18,1,7,16455,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,0
20240307,다사36506475,936625,1964875,2,다사37006050,937125,1960625,0,10,11,1,7,1189,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,0
